Update: [2013/12/05 12:01:38 (5.793938563)]
625] c0      1 Bluetooth: HCI device and connection manager initialized
<6>[   44.857439] c3    243 usb usb1: usb_resume_both[1320] resume intf n:1
<6>[   44.869037] c3    243 usb 1-1: usb_resume_both[1320] resume intf n:9
Update: [2013/12/05 12:02:21 (48.498315009)]
<6>[   46.496322] c0   1222 [FLT]TPS switch_store: 1
<6>[   46.496413] c0   1222 [VIB_PWM]switch_store: 1
<6>[   46.498702] c0    161 ehci_hsic_bus_suspend: Suspend RH
<6>[   46.499008] c0    161 msm_hsic_host msm_hsic_host: EHCI runtime idle
<6>[   46.499008] c0    161 msm_hsic_host msm_hsic_host: EHCI runtime suspend
<6>[   46.499160] c0    161 msm_hsic_host msm_hsic_host: HSIC-USB in low power mode
<6>[   46.553883] c0    549 [AUD] snd_pcm: snd_pcm_drop: runtime->status->state 1
<6>[   46.553914] c0    549 [AUD] snd_soc_msm8960: spk amp off++
<6>[   46.553944] c0    549 [AUD] tfa9887: set_tfa9887_spkamp: en = 0 dsp_enabled = 1
<6>[   46.554616] c0    549 [AUD] tfa9887l: set_tfa9887l_spkamp: en = 0 dsp_enabled = 1
<6>[   46.555287] c0    549 [AUD] snd_soc_msm8960: spk amp off--
<6>[   47.018373] c0    243 msm_hsic_host msm_hsic_host: EHCI runtime resume
<6>[   47.018495] c0    243 msm_hsic_host msm_hsic_host: HSIC-USB exited from low power mode
<6>[   47.018678] c0    699 msm_hsic_resume_thread: Resume RH
<6>[   47.066809] c0    243 usb usb1: usb_resume_both[1320] resume intf n:1
<6>[   47.082191] c0    243 usb 1-1: usb_resume_both[1320] resume intf n:9
<7>[   47.088753] c2    772 [GSNR][BMA250_BOSCH] g_sensor_power_LPM, on = 0, g_sensor_vreg_8921_l22 = 0x  (null)
<7>[   47.088753] c2    772 [GSNR][BMA250_BOSCH] g_sensor_power_LPM, on = 0, g_sensor_vreg_8921_l21 = 0x  (null)
<3>[   47.088814] c2    772 '8921_l22_g_sensor' regulator not found, rc=1
<6>[   49.201007] c0    806 kgsl: kgsl_driver.stats.page_alloc = 46108672
<6>[   49.201037] c0    806 kgsl: kgsl_driver.stats.page_alloc_kernel = 720896
<6>[   49.201037] c0    806 kgsl: kgsl_driver.stats.pre_alloc = 8355840
<6>[   49.201037] c0    806 kgsl: kgsl_driver.stats.pre_alloc_kernel = 0
Update: [2013/12/05 12:02:25 (52.513147910)]
<6>[   49.498031] c0   1222 [FLT]TPS switch_store: 1
<6>[   49.498122] c0   1222 [VIB_PWM]switch_store: 1
<6>[   49.848985] c3    836 alarm 0 set 1385784000.000000000
<6>[   49.849137] c1    846 alarm 0 set 1386216151.786000000
<6>[   49.891194] c0   1525 [Port list] Add port [60365]
<6>[   49.891194] c0   1525 [Port list] update_port_list [1] = 20001
<6>[   49.891225] c0   1525 [Port list] update_port_list [2] = 60365
<6>[   49.891225] c0   1525 [Port list] port_list is enabled.
<6>[   49.892659] c2    351 [Port list] htcport_show [20001]
<6>[   49.892659] c2    351 [Port list] htcport_show [60365]
<6>[   49.892690] c0   1525 [Port list] Add port [52423]
<6>[   49.892690] c0   1525 [Port list] update_port_list [1] = 20001
<6>[   49.892720] c0   1525 [Port list] update_port_list [2] = 60365
<6>[   49.892720] c0   1525 [Port list] update_port_list [3] = 52423
<6>[   49.892751] c0   1525 [Port list] port_list is enabled.
<6>[   49.893911] c0   1525 [Port list] Add port [62903]
<6>[   49.893941] c0   1525 [Port list] update_port_list [1] = 20001
<6>[   49.893972] c0   1525 [Port list] update_port_list [2] = 60365
<6>[   49.893972] c0   1525 [Port list] update_port_list [3] = 52423
<6>[   49.894002] c0   1525 [Port list] update_port_list [4] = 62903
<6>[   49.894002] c0   1525 [Port list] port_list is enabled.
<6>[   49.915000] c2    351 [Port list] htcport_show [20001]
<6>[   49.915000] c2    351 [Port list] htcport_show [60365]
<6>[   49.915031] c2    351 [Port list] htcport_show [52423]
<6>[   49.915031] c2    351 [Port list] htcport_show [62903]
<6>[   49.939050] c2    351 [Port list] htcport_show [20001]
<6>[   49.939050] c2    351 [Port list] htcport_show [60365]
<6>[   49.939050] c2    351 [Port list] htcport_show [52423]
<6>[   49.939081] c2    351 [Port list] htcport_show [62903]
<6>[   50.323210] c0   1017 alarm 2 set 55.303000000
<6>[   50.346833] c0     63 [K] [PM] hTC PM Statistic start (12-05 12:02:22) 
<6>[   50.346864] c0     63  18:  2220	gp_timer
<6>[   50.346894] c0     63  48:     7	msmgpio
<6>[   50.346925] c0     63  51:    71	rpm_drv
<6>[   50.346986] c0     63 107:   123	MDP
<6>[   50.346986] c0     63 112:   292	kgsl-3d0
<6>[   50.347016] c0     63 122:    34	smd_dev
<6>[   50.347047] c0     63 130:   980	sps
<6>[   50.347077] c0     63 136:  3301	msm-sdcc (cmd), msm-sdcc (pio)
<6>[   50.347138] c0     63 191:    64	qup_err_intr
<6>[   50.347169] c0     63 203:   103	msmdatamover
<6>[   50.347199] c0     63 225:   135	msm_hs_uart
<6>[   50.347199] c0     63 228:    94	qup_err_intr
<6>[   50.347260] c0     63 261:    78	ehci_hcd:usb1
<6>[   50.347291] c0     63 307:     5	msm_hs_wakeup
<6>[   50.347627] c0     63 [K] cpu_id	cpu_state	idle_count	idle_time
<6>[   50.347627] c0     63 msm_rpm_dump_stat: 0, 0ms, 0, 0ms
<6>[   50.347627] c0     63 sleep_info_m.0 - 0 (0), 0ms, 0 0 0 0
<6>[   50.347657] c0     63 sleep_info_m.1 - 0 (0), 0ms, 0 0 0 0
<6>[   50.347657] c0     63 sleep_info_m.2 - 4 (1), 27809ms, 0 0 750000 537500
<6>[   50.347688] c0     63 sleep_info_m.3 - 8 (1), 20349ms, 0 0 750000 537500
<6>[   50.347688] c0     63 sleep_info_m.4 - 0 (0), 0ms, 0 0 0 0
<6>[   50.347688] c0     63   719,   574 AudioOut_4       hrtimer_start_range_ns (hrtimer_wakeup)
<6>[   50.347749] c0     63   999,     0 swapper/1        hrtimer_start_range_ns (tick_sched_timer)
<6>[   50.347779] c0     63   997,     0 swapper/3        hrtimer_start_range_ns (tick_sched_timer)
<6>[   50.347810] c0     63  1001,     0 swapper/0        hrtimer_start_range_ns (tick_sched_timer)
<6>[   50.347840] c0     63  1001,     0 swapper/2        hrtimer_start_range_ns (tick_sched_timer)
<6>[   50.347871] c0     63  371D,   332 kworker/2:0      do_dbs_timer (delayed_work_timer_fn)
<6>[   50.347901] c0     63  374D,    63 kworker/0:1      do_dbs_timer (delayed_work_timer_fn)
<6>[   50.347932] c0     63  361D,   335 kworker/1:0      do_dbs_timer (delayed_work_timer_fn)
<6>[   50.347962] c0     63  352D,   336 kworker/3:0      do_dbs_timer (delayed_work_timer_fn)
<6>[   50.347993] c0     63  3000,   549 mediaserver      hrtimer_start_range_ns (hrtimer_wakeup)
<6>[   50.348023] c0     63  2734,  1024 lockscreenD      hrtimer_start_range_ns (hrtimer_wakeup)
<6>[   50.348084] c0     63 12953 total events, 1292.796 events/sec
<6>[   50.348084] c0     63 wakelock:  'PowerManagerService'  'msm_hsic_host'  'main' 
<6>[   50.349244] c0     63 [K] CPU Usage		PID		Name
<6>[   50.349275] c0     63 [K]       31%		727		gaiad		1258
<6>[   50.349275] c0     63 [K]       13%		1018		Matrix		558
<6>[   50.349275] c0     63 [K]       10%		511		logcat		437
<6>[   50.349305] c0     63 [K]        7%		993		phone		304
<6>[   50.349305] c0     63 [K]        3%		774		seed		158
<6>[   50.350251] c0     63 [K] [PM] hTC PM Statistic done
<6>[   51.266931] c0     63 ehci_hsic_bus_suspend: Suspend RH
<6>[   51.267694] c0     63 msm_hsic_host msm_hsic_host: EHCI runtime idle
<6>[   51.267724] c0     63 msm_hsic_host msm_hsic_host: EHCI runtime suspend
<6>[   51.267846] c0     63 msm_hsic_host msm_hsic_host: HSIC-USB in low power mode
<6>[   51.522386] c1    155 [TP] Screen:F[01]:Down, X=887, Y=831, W=6, Z=65, IM:3, CIDIM:0, Freq:0, NS:1
<6>[   51.522386] c1    155 [TP] S1@1315, 1169
<6>[   51.522447] c1    155 [TP] Screen:F[02]:Down, X=1016, Y=1161, W=6, Z=62, IM:3, CIDIM:0, Freq:0, NS:1
<6>[   51.522478] c1    155 [TP] S2@1507, 1634
<6>[   51.719426] c2    155 [TP] Screen:F[01]:Up, X=917, Y=791, W=0, Z=0, IM:2, CIDIM:0, Freq:0, NS:1
<6>[   51.719456] c2    155 [TP] E1@1360, 1114
<6>[   51.752968] c2    155 [TP] Screen:F[02]:Up, X=1021, Y=1133, W=0, Z=0, IM:3, CIDIM:0, Freq:0, NS:1
<6>[   51.752998] c2    155 [TP] E2@1514, 1595
<6>[   52.113749] c2    155 [TP] Screen:F[01]:Down, X=35, Y=1942, W=6, Z=59, IM:3, CIDIM:0, Freq:0, NS:1
<6>[   52.147718] c2    155 [TP] Screen:F[01]:Up, X=35, Y=1942, W=0, Z=0, IM:8, CIDIM:0, Freq:0, NS:1
<6>[   52.495833] c1   1225 [FLT]TPS switch_store: 1
<6>[   52.495925] c1   1225 [VIB_PWM]switch_store: 1
Update: [2013/12/05 12:02:28 (55.530910766)]
<6>[   53.305997] c0    511 [HSIC] msm_hsic_wakeup_irq: hsic remote wakeup interrupt cnt: 2  at 53299230619 (2013-12-05 04:02:25.850574591 UTC)
<6>[   53.306119] c0     63 msm_hsic_host msm_hsic_host: EHCI runtime resume
<6>[   53.306271] c0     63 msm_hsic_host msm_hsic_host: HSIC-USB exited from low power mode
<6>[   53.306485] c0    699 msm_hsic_resume_thread: Resume RH
<6>[   53.346894] c0     63 usb usb1: usb_resume_both[1320] resume intf n:1
<6>[   53.383213] c0     27 usb 1-1: usb_resume_both[1320] resume intf n:9
<6>[   53.400701] c0   1222 [FLT]TPS switch_store: 1
<6>[   53.400793] c0   1222 [VIB_PWM]switch_store: 1
<6>[   54.188066] c0    940 alarm 0 set 1386216146.732000000
<6>[   54.188249] c1    846 alarm 0 set 1386216151.786000000
<6>[   54.247215] c1    806 kgsl: kgsl_driver.stats.page_alloc = 52887552
<6>[   54.247245] c1    806 kgsl: kgsl_driver.stats.page_alloc_kernel = 720896
<6>[   54.247245] c1    806 kgsl: kgsl_driver.stats.pre_alloc = 8355840
<6>[   54.247245] c1    806 kgsl: kgsl_driver.stats.pre_alloc_kernel = 0
<6>[   55.321959] c1    846 alarm 2 set 2700.000000000
<6>[   55.443888] c0    773 [BATT][CHG] usbin_valid_irq_handler: usb_target_ma=0
<6>[   55.443918] c0    773 [CABLE] cable_detection_vbus_irq_handler
<6>[   55.443918] c0    773 [CABLE] cable_detection_vbus_irq_handler --
<6>[   55.537219] c2    166 [BATT][CHG] pm8921_is_pwr_src_plugged_in: usb_in=1, dc_in=0
<6>[   55.537250] c2    166 [CABLE] check_vbus_in: vbus = 0, vbus_in = 1
<6>[   55.537250] c2    166 [USBH] msm_otg_set_vbus_state: 1
<6>[   55.537250] c2    166 [USB] PMIC: BSV set
<6>[   55.537311] c2    586 [USBH] msm_otg_sm_work: state:b_idle bit:0x00000003
<6>[   55.537341] c2    586 [USB] OTG runtime resume
<6>[   55.537341] c2    586 [USBH] msm_otg_resume
<6>[   55.540271] c2    586 [USBH] msm_hsusb_ldo_enable: hsusb_1p8: 50000uA
<6>[   55.540271] c2    586 [USBH] msm_hsusb_ldo_enable: hsusb_3p3: 50000uA
<7>[   55.540302] c2    586 [USBH] reg (HPM)
<7>[   55.540302] c2    586 [USBH] exit phy power collapse...
<7>[   55.540332] c2    586 [USBH] msm_hsusb_config_vddcx: min_vol:1045000 max_vol:1320000
<6>[   55.540332] c2    586 [USBH] msm_otg_resume:disable the ASYNC_INTR
<6>[   55.540363] c2    586 [USBH] USB exited from low power mode
<6>[   55.540393] c2    586 [USB] b_idle work
<6>[   55.540393] c2    586 [USB] OTG_STATE_B_IDLE state
<6>[   55.540393] c2    586 [USBH] b_sess_vld
<6>[   55.540424] c2    586 [USBH] msm_chg_detect_work: state:CHG_STATE_UNDEFINED
<6>[   55.636838] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
<6>[   55.736853] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
<6>[   55.836838] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
Update: [2013/12/05 12:02:31 (58.544339730)]
<6>[   55.936853] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
<6>[   56.036838] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
<6>[   56.046970] c0     63 [BATT][CHG] update_ovp_uvp_state_by_cable_irq, ovp=0, uvp=0, cable_in_irq=0, ov=0, v=1, uv=0
<6>[   56.136853] c2    586 [USBH] msm_chg_detect_work: state:CHG_WAIT_FOR_DCD
<6>[   56.186845] c2    586 [USBH] msm_chg_detect_work: state:CHG_DCD_DONE
<6>[   56.216847] c2    586 [USBH] msm_chg_detect_work: state:CHG_DETECTED
<6>[   56.216999] c2    586 [USBH] chg_type = USB_SDP_CHARGER
<6>[   56.217030] c2    586 [USBH] msm_otg_sm_work: state:b_idle bit:0x00000003
<6>[   56.217030] c1    166 [USBH] send connect type -1
<6>[   56.217030] c1    166 [CABLE] usb_status_notifier_func: cable_type = -1
<7>[   56.217060] c1    166 [CABLE] send_cable_connect_notify: cable_type = -1
<6>[   56.217060] c1    166 [CABLE] Send to: htc_battery_8960, type -1
<6>[   56.217091] c2    586 [USB] b_idle work
<6>[   56.217091] c1    166 [BATT] cable_status_notifier_func(-1) at 56210324774 (2013-12-05 04:02:28.761668746 UTC)
<6>[   56.217121] c1    166 [BATT] unknown type
<6>[   56.217121] c2    586 [USB] OTG_STATE_B_IDLE state
<6>[   56.217121] c2    586 [USBH] b_sess_vld
<6>[   56.217121] c2    586 [USB] Avail curr from USB = 500
<6>[   56.217152] c1    166  at 56210355294 (2013-12-05 04:02:28.761668746 UTC)
<6>[   56.217152] c1    166 [BATT] htc_charger_event_notify charger event=12
<6>[   56.217152] c2    586 [USB] Power Supply doesn't support USB charger
<6>[   56.217182] c2    586 [BATT][CHG] Enter charge=500 (deprecated api)
<7>[   56.217182] c2    586 [USBH] gadget on
<6>[   56.217182] c1    166 [BATT] batt_worker: total_time since last batt update = 41510 ms. at 56210446856 (2013-12-05 04:02:28.761760307 UTC)
<6>[   56.220906] c2    586 [USB] CI13XXX_CONTROLLER_RESET_EVENT received
<6>[   56.222279] c1    166 [BATT][BMS] FCC=2300000,UC=92000,RC=2300000,CC=8226,CC_reset=2717672,RUC=2199774,SOC=100,SOC_R=1385400,start_percent=-22,end_percent=-22,OCV=4340000,OCV_raw=4323416,rbatt=277,rbatt_sf=111,batt_temp=354,soc_rbatt=99,last_rbatt=-22,V_unusable_uv=3554000,pc_unusable=4,rc_pc=100,scalefactor=100,no_ocv_update_ms=54280
<6>[   56.222371] c1    166 [BATT][CHG] usbin_ov_irq_state:0 -> 0 [0,1,0]
<6>[   56.222432] c1    166 [BATT] prev_chg_src=0, prev_chg_en=0, chg_dis_reason/control/active=0x0/0x0/0x0, chg_limit_reason/active=0x0/0x3, pwrsrc_dis_reason=0x0, prev_pwrsrc_enabled=0, context_state=0x0, htc_extension=0x0, sw_stimer_counter=0
<6>[   56.222462] c1    166 [BATT] set_pwrsrc_and_charger_enable(6, 6, 1) at 56215696359 (2013-12-05 04:02:28.767040331 UTC)
<6>[   56.222493] c1    166 [BATT][CHG] src=6, chg_enable=1, pwrsrc_enable=1
<6>[   56.223989] c0    804 [USB] suspend
<6>[   56.224294] c1    166 [BATT][CHG] pm8921_apply_19p2mhz_kickstart
<6>[   56.225484] c1    166 [BATT][CHG] vbus present change: 0 -> 1
<6>[   56.231649] c0    804 [BATT][CHG] chg_gone=0, usb_valid=1, dc_valid=0, fsm=3
<6>[   56.240408] c1    166 [BATT][CHG] V=4221 mV, I=645 mA, T=35 C, SoC=100%, FCC=2300000, id=378 mV, H=1, P=1, CHG=1, S=2, FSM=1, AC=0, USB=1, DC=0, WLC=0 iusb_ma=500, usb_target_ma=0, OVP=0, UVP=0, TM=0, eoc_count/by_curr=0/0, vbatdet_low=1, is_ac_ST=0, batfet_dis=0x0, pwrsrc_dis=0x0, is_full=0, temp_fault=0, is_bat_warm/cool=0/0, btm_warm/cool=0/0, ichg=0 uA, vph_pwr=4221681 uV, usbin=4838076 uV, dcin=18192 uV, pwrsrc_under_rating=0, usbin_critical_low_cnt=0 disable_reverse_boost_check=0, flag=0000, hsml_target_ma=0
<6>[   56.240836] c1    166 [BATT][CHG] [irq1] 1000 1010 0000 001 [irq2] 0010 0000 0000 011
<6>[   56.241507] c1    166 [BATT][CHG] CNTRL=0x85,CNTRL_2=0x72,CNTRL_3=0x88,PBL_ACCESS1=0xa4,PBL_ACCESS2=0x6,SYS_CONFIG_1=0x1,SYS_CONFIG_2=0x58,IBAT_SAFE=0x1a,IBAT_MAX=0x1a,VBAT_DET=0x7f,VDD_SAFE=0x38,VDD_MAX=0x37,VIN_MIN=0x6,VTRICKLE=0xf9,ITRICKLE=0x8f,ITERM=0x0,TCHG_MAX=0x77,TWDOG=0xa0,TEMP_THRESH=0x94,COMP_OVR=0x88,BUCK_CTRL_TEST1=0x1,BUCK_CTRL_TEST2=0x8d,BUCK_CTRL_TEST3=0xf0,CHG_TEST=0xd0,USB_OVP_CONTROL=0x43,USB_OVP_TEST=0xa0,DC_OVP_CONTROL=0x4c,DC_OVP_TEST=0xa0,REGULATION_LOOP_CONTROL=0x0
<6>[   56.244071] c1    166 [BATT][BMS] CONTROL=0x99,OUTPUT0=0x8b,OUTPUT1=0x03,TOLERANCES=0x0f,BMS_TEST1=0x11,OCV_UPDATE_STORAGE=0x01,read_cc=0x4601379,last_good_ocv=0x4340000,vbatt_for_rbatt=0x0,vsense_for_rbatt=0x0,ocv_for_rbatt=0x0,vsense_avg=0x5215, [irq]0010000
<6>[   56.244162] c1    166 [BATT][CCADC] ANA_PARAM=0x1a,DIG_PARAM=0xa3,RSV=0x10,DATA0=0x4e,DATA1=0xba,OFFSET_TRIM1=0x00,OFFSET_TRIM0=0x00,FULLSCALE_TRIM1=0x00,FULLSCALE_TRIM0=0x00
<6>[   56.244224] c1    166 [BATT] ID=1,level=99,level_raw=100,vol=4222,temp=354,current=634800,chg_src=6,chg_en=6,full_bat=2300,over_vchg=0,batt_state=1,overload=0,ui_chg_full=0 at 56237457386 (2013-12-05 04:02:28.788770837 UTC)
<6>[   56.247916] c1    838 [BATT][BMS] cc_uah = 8230uAh, raw->cc = 4636af, cc = 1883847 after subtracting 2717672
<6>[   56.249626] c1    166 [BATT] power_supply_changed: battery at 56242859492 (2013-12-05 04:02:28.794172943 UTC)
<6>[   56.250022] c1    166 [BATT] power_supply_changed: usb at 56243256256 (2013-12-05 04:02:28.794569708 UTC)
<6>[   56.250053] c1    166 [BATT] batt_worker: done
<6>[   56.458049] c0    804 [LED]pm8xxx_led_current_set, bank:4, brightness:1
<6>[   56.458263] c0    804 [LED]pm8xxx_led_blink_store: bank 4 blink 0 sync 0
<6>[   56.458507] c0    804 [LED]Setting amber off_timer to 0 min 0 sec 
<6>[   56.458629] c0    804 [LED]pm8xxx_led_current_set, bank:5, brightness:0
<6>[   56.458812] c0    804 [LED]pm8xxx_led_blink_store: bank 5 blink 0 sync 0
<6>[   56.458965] c0    804 [LED]Setting green off_timer to 0 min 0 sec 
<6>[   56.499771] c0    838 [BATT][BMS] cc_uah = 8238uAh, raw->cc = 463e56, cc = 1885806 after subtracting 2717672
<6>[   56.532916] c0   1008 [USB] reset
<6>[   56.532946] c0   1008 [USB] Avail curr from USB = 0
<6>[   56.532946] c0   1008 [USB] Power Supply doesn't support USB charger
<6>[   56.532977] c0   1008 [BATT][CHG] Enter charge=0 (deprecated api)
<6>[   56.533190] c3    166 [USBH] send connect type 1
<6>[   56.533221] c3    166 [CABLE] usb_status_notifier_func: cable_type = 1
<7>[   56.533221] c3    166 [CABLE] send_cable_connect_notify: cable_type = 1
<6>[   56.533251] c3    166 [CABLE] Send to: htc_battery_8960, type 1
<6>[   56.533251] c3    166 [BATT] cable_status_notifier_func(1) at 56526515831 (2013-12-05 04:02:29.077829283 UTC)
<6>[   56.533282] c3    166 [BATT] USB charger at 56526546352 (2013-12-05 04:02:29.077859803 UTC)
<6>[   56.533312] c3    166 [BATT] htc_charger_event_notify charger event=4
<6>[   56.533374] c3    166 [BATT] batt_worker: total_time since last batt update = 310 ms. at 56526607393 (2013-12-05 04:02:29.077920844 UTC)
<6>[   56.535144] c0   1008 [USB] portsc = 88000a05
<6>[   56.535174] c0   1008 [USB] portchange USB_SPEED_HIGH
<6>[   56.538776] c3    166 [BATT][BMS] FCC=2300000,UC=92000,RC=2300000,CC=8240,CC_reset=2717672,RUC=2199760,SOC=100,SOC_R=1384000,start_percent=-22,end_percent=-22,OCV=4340000,OCV_raw=4323416,rbatt=277,rbatt_sf=111,batt_temp=355,soc_rbatt=99,last_rbatt=-22,V_unusable_uv=3554000,pc_unusable=4,rc_pc=100,scalefactor=100,no_ocv_update_ms=54600
<6>[   56.538837] c3    166 [BATT][CHG] usbin_ov_irq_state:0 -> 0 [0,1,0]
<6>[   56.538928] c3    166 [BATT] prev_chg_src=6, prev_chg_en=6, chg_dis_reason/control/active=0x0/0x0/0x0, chg_limit_reason/active=0x0/0x3, pwrsrc_dis_reason=0x0, prev_pwrsrc_enabled=1, context_state=0x0, htc_extension=0x0, sw_stimer_counter=0
<6>[   56.538959] c3    166 [BATT] set_pwrsrc_and_charger_enable(1, 1, 1) at 56532223141 (2013-12-05 04:02:29.083536593 UTC)
<6>[   56.538989] c3    166 [BATT][CHG] src=1, chg_enable=1, pwrsrc_enable=1
<6>[   56.540790] c3    166 [BATT][CHG] pm8921_apply_19p2mhz_kickstart
<6>[   56.555379] c3    166 [BATT][CHG] V=4280 mV, I=95 mA, T=35 C, SoC=100%, FCC=2300000, id=385 mV, H=1, P=1, CHG=1, S=3, FSM=1, AC=0, USB=1, DC=0, WLC=0 iusb_ma=500, usb_target_ma=0, OVP=0, UVP=0, TM=0, eoc_count/by_curr=0/0, vbatdet_low=1, is_ac_ST=0, batfet_dis=0x0, pwrsrc_dis=0x0, is_full=0, temp_fault=0, is_bat_warm/cool=0/0, btm_warm/cool=0/0, ichg=0 uA, vph_pwr=4216695 uV, usbin=4840424 uV, dcin=18774 uV, pwrsrc_under_rating=0, usbin_critical_low_cnt=0 disable_reverse_boost_check=0, flag=0000, hsml_target_ma=0
<6>[   56.555837] c3    166 [BATT][CHG] [irq1] 1000 1010 0000 001 [irq2] 0010 0000 0000 011
<6>[   56.556538] c3    166 [BATT][CHG] CNTRL=0x85,CNTRL_2=0x72,CNTRL_3=0x88,PBL_ACCESS1=0xa4,PBL_ACCESS2=0x6,SYS_CONFIG_1=0x1,SYS_CONFIG_2=0x58,IBAT_SAFE=0x1a,IBAT_MAX=0x1a,VBAT_DET=0x7f,VDD_SAFE=0x38,VDD_MAX=0x37,VIN_MIN=0x6,VTRICKLE=0xf9,ITRICKLE=0x8f,ITERM=0x0,TCHG_MAX=0x77,TWDOG=0xa0,TEMP_THRESH=0x94,COMP_OVR=0x88,BUCK_CTRL_TEST1=0x1,BUCK_CTRL_TEST2=0x8d,BUCK_CTRL_TEST3=0xf0,CHG_TEST=0xd0,USB_OVP_CONTROL=0x43,USB_OVP_TEST=0xa0,DC_OVP_CONTROL=0x4c,DC_OVP_TEST=0xa0,REGULATION_LOOP_CONTROL=0x0
<6>[   56.558370] c3    166 [BATT][BMS] CONTROL=0x99,OUTPUT0=0xd8,OUTPUT1=0x00,TOLERANCES=0x0f,BMS_TEST1=0x11,OCV_UPDATE_STORAGE=0x01,read_cc=0x4604003,last_good_ocv=0x4340000,vbatt_for_rbatt=0x0,vsense_for_rbatt=0x0,ocv_for_rbatt=0x0,vsense_avg=0x1241, [irq]0010000
<6>[   56.558461] c3    166 [BATT][CCADC] ANA_PARAM=0x1b,DIG_PARAM=0xa3,RSV=0x10,DATA0=0x00,DATA1=0x00,OFFSET_TRIM1=0x00,OFFSET_TRIM0=0x00,FULLSCALE_TRIM1=0x00,FULLSCALE_TRIM0=0x00
<6>[   56.558522] c3    166 [BATT] ID=1,level=99,level_raw=100,vol=4278,temp=355,current=110300,chg_src=1,chg_en=1,full_bat=2300,over_vchg=0,batt_state=1,overload=0,ui_chg_full=0 at 56551786700 (2013-12-05 04:02:29.103100152 UTC)
<6>[   56.558980] c3    166 [BATT] power_supply_changed: battery at 56552213986 (2013-12-05 04:02:29.103557958 UTC)
<6>[   56.559316] c3    166 [BATT] power_supply_changed: usb at 56552549710 (2013-12-05 04:02:29.103893682 UTC)
